,Name,Comment,stopword_comment,Hasil Sentimen
7746,Iva Damaiyanti,"Jadi menurut saya dari awal hingga-akhir pembahasan hanya terfokuskan dengan mereka (pengusaha pun pekerja). Iyaa, karena memang hal ini membahasa mengenai UU Cipta Kerja.

Lalu bagaimana dengan kami yg berencana ingin menjadi seorang pendidik (guru) ??
Kan saat ini juga banyak sarjana pendidikan yg ""pengangguran"" karena maraknya tenaga pendidik, sementara lapangan pekerjaan (sekolahan) juga sedikit.
  -apa iya pemerintah akan membangun banyak instansi (sekolah) agar para sarjana pendidikan memiliki tempat bekerja ??

Minta pendapat kalian dong.",hinga pembahasan terfokuskan pengusaha pekerja membahasa cipta kerja berencana pendidik guru sat sarjana pendidikan penganguran maraknya tenaga pendidik lapangan pekerjan sekolahan pemerintah membangun instansi sekolah sarjana pendidikan memiliki pendapat,Negatif
7747,Oktaviani Arumingtyas,Maksudnya cpns 1jt guru 2021,maksudnya cpns jt guru,Negatif
7748,Oktaviani Arumingtyas,"Coba Cari di google mba,udah ada beritanya tahun depan 1000 guru",coba cari gogle mbak beritanya guru,Negatif
7749,Satrio Wibowo,Cuman saran hidup ga selamanya sesuai sama yang diingin kan jika kue nya terlalu bnyak yang makan. Ya cari kue yang lain atau bikin kue sendiri. Generasi anak indonesia kan banyak kalo emng senang mengajar bisa kan itu hanya cuman sebagai hobby untuk jadi relawan. Mungkin dengan ada nya kemudahan usaha sekolah swasta juga bertambah untuk mengakomodir kekurangan tersebut.🙏🙏,cuma saran hidup sesuai dingin kue bnyak makan cari kue bikin kue generasi anak indonesia senang mengajar cuma hoby relawan kemudahan usaha sekolah swasta bertambah mengakomodir kekurangan,Negatif
7751,Muhammad Natsir,Minta tolong pak Presiden jika Bapak sudah mengetahui dan menyetujui isi UU Cipta Kerja. Untuk hasil UU bisa dishare di Web DPR supaya tidak ada dusta DPR dengan Rakyat. Trims.,tolong presiden menyetujui isi cipta kerja hasil dishare web dpr dusta dpr rakyat terima kasih,Positif
7752,kadek melinda sunari,"Pak presiden debes, lopyu pak",presiden debes lopyu,Positif
7753,黃建隆,Provokator busuk pasti gigit jari...makanlah hoaxmu buat keluargamu menjadi karma tujuh turunan,provokator busuk gigit jari makanlah hoaxmu keluargamu karma tujuh turunan,Negatif
7754,Chand HaSiBuan,Sya sudh mnduga knpa mreka triak tidak setuju krna tidak ada lagi pendapatan mreka dari PT alias pungli. 😀😀😀,sya sudh mnduga mreka triak setuju krna pendapatan mreka pt alias pungli,Negatif
7756,Deden Try Sucipta,"Karyawan tetap nya tidak d sebutkan pak? Berarti benar tidak ada kata karyawan tetap. Hmm kalo boleh vote di kolom komentar jwbn saya, MENOLAK / TIDAK SETUJU. Trims.",karyawan sebutkan karyawan hm pilih kolom komentar jwbn tolak setuju terima kasih,Positif
7757,Sahabat 354,Smoga Ini bukan Prank....!!! PESANGON GIMANA PAK ???,smoga prank pesangon,Positif
7759,ADvvlog,Rusak,rusak,Positif
7760,Eka Damayanti,Pencegahan korupsi wkwk 🤭,pencegahan korupsi tertawa,Negatif
7761,Lauw,"P Jokowi tuntut balik gegeduk buruh.. utk tanggung jwb kerusakan fasilitas2 umum maupun pribadi yg rusak... mrk kan bnyk duit ...😄
Ditunggangi partai yg tdk suka Pemerintahan skrg maju....
Sy yakin ada plus minus dr UU...
Sangat disayangkan  terburu buru emosi dan membabi buta....sprt anak kecil saja.. yg protes sm Org tua krn uang jajan sdkt dikurangi....sdgkan fasilitas  sekolah org tua berusaha byrin, mkn org tua tanggung....
Otaknya dmn tuh para pendemo....",jokowi tuntut gegeduk buruh tangung kerusakan fasilitas pribadi rusak mrk uang ditungangi partai suka pemerintahan maju plus minus disayangkan terburu buru emosi membabi buta sprt anak protes sm orang tua uang jajan dikurangi sdgkan fasilitas sekolah orang tua berusaha bayarkan mkn orang tua tangung otaknya dimana pendemo,Negatif
7762,Regina Chailie,Ini akibar masyarakat malas cari tau dan membaca.kedepan ny kami minta supaya uu cipta kerja di sebar luaskan ke media supaya tdk ada lg salah paham dr masyarakat ni pak jokowi.kalau gak jelas ini dimanfaatkan oleh mrk yg gak suka sm pemerintahan bapak.kami rakyat indonesia percaya pd bapak akan melAkukan apapun utk kebaikan negri ini dan rakyat mu.cuma sosialisasi kan dulu seblm disahkan supaya gak di pelintir oleh  mrk2 yg gak suka indonesia maju.,akibar masyarakat malas cari membaca kedepan ny cipta kerja sebar luaskan media salah paham masyarakat jokowi dimanfatkan mrk suka sm pemerintahan rakyat indonesia percaya apapun kebaikan negri rakyat mu sosialisasi seblm disahkan pelintir mrk suka indonesia maju,Negatif
7764,fandy aee,"Kita buktikan aja nanti, mana yang hoax..",buktikan isu bohong,Negatif
7765,Rumah Belajar Online,Selama ini siapa ya penyebar hoax?,penyebar isu bohong,Negatif
7766,Sabar Iman,Apa maksdnya,maksdnya,Positif
7767,Gunawan Marcid,"Jadilah rakyat yang cerdas,cerdas bukan berarti yg pinter teriak teriak,pinter omdo,.",rakyat cerdas cerdas pinter teriak teriak pinter omong doang,Positif
7768,Murni Putriani,"Cuti dan pesangon tetap ada, tetapi dikurangi ga Pak jumlahnya?",cuti pesangon dikurangi,Negatif
7769,Septima,"Sabar, kuat dan sehat selalu ya pak 🙏",sabar kuat sehat,Positif
7770,LANGIT CANARY,"Kebanyakan yg komen pada kagak tau isi sebenarnya UU cipta kerja,komen manis2 doang",kebanyakan komen isi cipta kerja komen manis,Negatif
7771,LANGIT CANARY,@Jacky Zambak's wkwkwkwk kita aja yg terlalu bodoh bro 😂😂😂,zambak wkwkwkwk bodoh saudara laki-laki,Negatif
7772,Jacky Zambak's,Pada ketipu kwan....🤣,ketipu kwan,Negatif
7775,Ibu Umi,"kami yakin apa yang diputuskan bpk presiden pasti pro rakyat,  trimakasih  P Jokowi,  semoga Allah selalu melindungi dalam setiap langkah bapak,  Aamiin.",diputuskan presiden profesional rakyat trimakasih jokowi semoga allah melindungi langkah amin,Positif
7776,Aldiyansyah Ibanez,Pencerahan buat kaum kadrun dan pengangguran yg demo2 kemaren,pencerahan kaum kadrun penganguran demo kemarin,Negatif
7777,Aldila Permana,@Jacky Zambak's anda lebih dangkal dr pada cebongers gampang kemakan hoax!!!,zambak dangkal cebongers gampang kemakan isu bohong,Negatif
7778,Shovie ajja,Wa'alaikm slm bpk presiden Jokowi,wa alaikm salam presiden jokowi,Positif
7779,Eliya wati Wati,"Apa'an pak jokowi, bgitu undang2 itu di sah kn dpr, prusaha'an tpmt suami bkrja, lngsung berani merumahkn karywany, pdhl smw ny itu HT stts ny",an jokowi bgitu undang sah dpr prusaha an tpmt suami bkrja lngsung berani merumahkn karywany ny ht sts ny,Negatif
7780,ngarewong,Waktu nyalon minta rakyat u/memilih nya dah di pilih pengusaha yg di bela..dulu presiden itu penyambung lidsh rskyat sekarang pembela pengusaha dulu buruh dpat pesangon 32 bln gji sekarang di kuarangi jd 19 bln gaji la wong untungko malah berkurang... endas mu untung..,nyalon rakyat memilih deh pilih pengusaha bela presiden penyambung lidsh rskyat pembela pengusaha buruh dpat pesangon gji kuarangi gaji untungko berkurang endas mu untung,Negatif
7781,Putri,Hayo yang koar-koar kemarin mana?,hayo teriak teriak kemarin,Negatif
7783,BAGAWANTHA PERMAS,"Kami tetap setia pada indonesia dan nurut printah pak presiden ....tp tolong pak sikat juga koruptor""yg berkliaran di indonesia .....trutama yg ada di jakarta ...krna jakarta qiblatnya petinggi indonesia ....halte nya di bakar kok gubernur nya menghitung dan menilai 55m hbis nya .......ada apa pak ini..bukanya kmren di amankan aset2 publik .....sudah kebaca pak ....55m mending di kasihkan pendemo.",setia indonesia nurut printah presiden tolong sikat koruptor berkliaran indonesia jakarta krna jakarta qiblatnya petingi indonesia halte bakar gubernur menghitung menilai hbis bukanya kmren amankan aset publik kebaca kasihkan pendemo,Negatif
7784,Matah Setimpuy,lempar batu sembunyi tangan 🤮🤮🤮,lempar batu sembunyi tangan,Negatif
7785,Ali Daggar,"Assalamualaikum. Teman2 yg ingin mendpatkan doa dan sholat dari rasulullah utuk menguatkan hafalan quran dn mengembalikan hafaln yg hilang silahkan klik https://youtu.be/d-JPIlAnKzM  untk mendapatakannya dengan ijazah yang bersanad sampai Rasulullah صلى الله عليه وسلم
Lindungi diri dari COVID 19 dg doa dari nabi صلى الله عليه وسلم. Cukup dibaca 3x pagi dan sore  insya Allah anda kebal dari covid 19. Mari Klik   
https://youtu.be/ESnWnnR3wl0 untuk mendapatkn ijazah amalannya disertai sanad sampai nabi muhammad
صلى الله عليه وسلم.",asalamualaikum teman mendpatkan doa sholat rasululah utuk menguatkan hafalan quran dn mengembalikan hafaln hilang silahkan klik untk mendapatakanya ijazah bersanad rasululah صلى اله عليه وسلمlindungi covid doa nabi صلى اله عليه وسلم dibaca pagi sore insya allah kebal covid mari klik mendapatkn ijazah amalanya disertai sanad nabi muhamadصلى اله عليه وسلم,Negatif
7786,hahaha ha,@tonight mania serah dah gk mau debat gw,mania serah deh debat,Positif
7787,tonight mania,"@hahaha ha satu pihak yang diprasangkakan kemudian para buruh, mahasiswa dan masyarakat lain yg murni niatnya ingin mendapatkan keadilan malah kena imbas ny",tertawa diprasangkakan buruh mahasiswa masyarakat murni niatnya keadilan kena imbas ny,Negatif
7788,hahaha ha,@tonight mania bukanya demokrat ya?,mania bukanya demokrat,Negatif
7789,tonight mania,"Lagi2 yang disalahkan adalah hoaks dan malah berimbas ke rakyat kecil yg kehilangan pekerjaan dikarenakan buruknya sistem sekarang, seakan akan pak jok keluar bak pahlawan dan malah semena mena mengatakan bhwa demo itu dilatarbelakangi hoax dan kesalahpahaman semata, padahal yg sesungguhnya bapak jok itu menutup diri kepada rakyatnya sehingga membuat disinformasi...saya takut jg akun2 buzzeer yang malah dib*yar untuk memprovokasi rakyat hanya untuk kepentingan petinggi a*j*ng.",disalahkan hoaks berimbas rakyat kehilangan pekerjan buruknya sistem seakan jok bak pahlawan semena mena bhwa demo dilatarbelakangi isu bohong kesalahpahaman sesunguhnya jok menutup rakyatnya sehinga disinformasi takut akun buzer dib yar memprovokasi rakyat kepentingan petingi ng,Negatif
7791,tonight mania,"Seharusnya bapak lebih terbuka klo tau rakyatny rentan sekali terkena hoax,",terbuka rakyatny rentan terkena isu bohong,Negatif
7792,tonight mania,"Bapak kek pahlawan kesiangan, pengen cium kaki bapak rasanya T_T",pahlawan kesiangan cium kaki t,Negatif
7793,Bpk. Fahim,Trending ding ding..........,trend ding ding,Negatif
7794,Elfa Al Aufa,"Ayok atuh diskusi terbuka pak. Jgn monolog terus. Bangun Indonesia harus kerja sama. Saya perhatikan, komunikasi publik menteri-menteri bapak ini seringkali bikin salah tafsir. Yok pak, buktikan dengan diskusi terbuk!",ayo diskusi terbuka monolog bangun indonesia kerja perhatikan komunikasi publik menteri menteri seringkali bikin salah tafsir yok buktikan diskusi terbuk,Negatif
7795,Putri Ayu Indriani,"Pak dari mata bapak ga bisa bohong kalau bapak udah berkerja keras sekali, semoga bapak sehat selalu & tetap berada dalam lindungan Allah🤲🏻",mata bohong berkerja keras semoga sehat lindungan allah,Positif
7796,03_Annisa Fajariyah_XII MIPA 1,"terima kasih bapak, semangat terus",terima kasih semangat,Positif
7797,linda sari linda,pak jokowi semoga sehat Dan panjang umur.,jokowi semoga sehat umur,Positif
7798,Dani Nurdiansyah,"""HANYA PENGGIRINGAN OPINI"" tetap kawal #MosiTidakPercaya",pengiringan opini kawal mositidakpercaya,Negatif
7799,DIMAS PRATAMA,alhamdulilah.pak jokowi❤❤❤,alhamdulilah jokowi,Positif
7800,Abdus Salam,Terus berjuang dan membangun indonesia pak jokowi kami berdoa dan mendukungmu,berjuang membangun indonesia jokowi berdoa mendukungmu,Positif
7802,Muntok White Paper,"Kami birokrat mendukungmu pak Jokowi... Demi Allah saya bersumpah bahwa ide2 besar yg ada dlm Omnibus law adl apa yang saya saksikan slama 15 tahun jd birokrat... Kita kawal brsma PP n perpres nya serta teknis pelaksanaannya..  Untuk saudaraku insan pers n elit politik nasional maupun daerah, ayo kita ciptakan HARMONISASI smua kpntingan baik politik maupun ekonomi... Wujudkan suasana yg kondusif sbg modal tuk implementasikan omnibus law scr optimal... Nasib bangsa 5-10 tahun kedepan ada ditangan kita, ayo kita padukan smua energi positif tuk Indonesia maju...",birokrat mendukungmu jokowi allah bersumpah ide omnibus law adl saksikan birokrat kawal brsma p perpres teknis pelaksananya saudaraku insan pers elit politik nasional daerah ayo ciptakan harmonisasi kpntingan politik ekonomi wujudkan suasana kondusif modal tuk implementasikan omnibus law optimal nasib bangsa kedepan ditangan ayo padukan energi positif tuk indonesia maju,Negatif
7804,#2 Dimasivers,Banyak juga ya buzzerRp disini...,buzerp,Positif
7805,danny poespitanto,Cabut izin ....partai pemain sandiwara UU Cipta Kerja....anjayyyy,pergi izin partai pemain sandiwara cipta kerja anjing,Negatif
7806,Dema Yustira,"Trending !!
Keren  Pak Presiden",trend keren presiden,Positif
7808,kucing boy,"Saya tidak ikut serta Demo pak , karena saya yakin program sampean pancen ngeten. Dibuktikan dalam pembangunan jalan tol yang selama ini sudah kami nikmati. Terimakasih banyak bapak RI 1",demo program sampean pancen ngeten dibuktikan pembangunan jalan tol nikmati terimakasih ri,Negatif
7809,Diogenes Takalapeta,"Penyebar hoaks harus dicari sampai dapat dan dihukum seberat-beratnya demikian pula para profokator, penyandang dana, penggerak masa  dan dalang harus diusut ditangkap dan dihukum seberat-beratnya karena telah mencekai banyak orang dan juga bangsa dan negara. Tks aparat hukum secara khusus TNI dan Polri.",penyebar hoaks dicari dihukum seberat beratnya profokator penyandang dana pengerak dalang diusut ditangkap dihukum seberat beratnya mencekai orang bangsa negara terima kasih aparat hukum khusus tni polri,Negatif
7810,stephanie49636,"Dibanyakkan pun lapangan pekerjaan tapi kalau toh pakai orang dalam para pebisnis itu, muak aku pak....",dibanyakan lapangan pekerjan pakai orang pebisnis muak,Positif
7811,Ican Gimang,"Nice presidenkuuu lanjutkan pak...
Lampung hadirrr",bagus presidenku lanjutkan lampung hadir,Positif
7812,nanda nurgilang,walaikum salam... jikalau tau isi uu cipta kerja itu lebih terbuka dan tidak kecurangan dari apa yang di lihat. mungkin kejadian kaya kemarin tidak terjadi. semoga yang bapak jelaskan di pidato ini bisa lebih mensejahterakan rakyat yang sekarang sedang arut marut ini pak. dan semoga semakin memudahkan bagi rakyat Indonesia bukan untuk TENAGA KERJA ASING. amiiinnn...,walaikum salam isi cipta kerja terbuka kecurangan lihat kejadian kaya kemarin semoga pidato mensejahterakan rakyat arut marut semoga memudahkan rakyat indonesia tenaga kerja asing amin,Negatif
7813,Badai pasti berlalu,"Hak cuti dan ketentuan yg lain semua masih ada,dan semoga tidak ada perubahan ketentuan cuti nya dan yg lain nya,untuk semua penjelasan nya semoga di belakang nya tidak ada kata TAPI...",hak cuti ketentuan semoga perubahan ketentuan cuti penjelasan semoga,Positif
7814,Andika Agisna,Negara ada dalam kendalimu kapten,negara kendalimu kapten,Negatif
7815,Muhammad Refki,"Padahal tujuan Undang Undang ini adalah membuka lapangan kerja bagi para mahasiswa yang sudah tamat, eh malah demo tanpa kajian terlebih dahulu -__- , supaya mereka dapat kerja nanti itu yang di pikirkan pemerintah buat mereka juga. kebanyakan mahasiswa skrg demo2 mengikuti hawa nafsu saja.",tujuan undang undang membuka lapangan kerja mahasiswa tamat eh demo kajian kerja pikirkan pemerintah kebanyakan mahasiswa demo mengikuti hawa nafsu,Negatif
7816,Kezia Yohanes,Waduh trs si beni itu nolak knp ya UUD bagus gini kok,si beni nolak bagus,Positif
7817,Agus Anjani,"Ketika di MK nanti, 3 hakim dari DPR, 3 hakim pilihan pak presiden",mk hakim dpr hakim pilihan presiden,Positif
7818,Anggirzkya,@Agus Anjani kita doain aja mereka mengadili seadil-adilnya bang. Kalo ngga ya udh urusan mereka sama Tuhan:(,anjani doain mengadili seadil adilnya bang nga urusan tuhan,Negatif
7820,Agus Anjani,"@21_Muhammad Hadi Luqman Affandi mohon maaf bang kalau sudah berbicara yang lebih intens saya belum mampu bang. Gak bakalan guna juga kalo kita warga indonesia saling berdebat toh nyatanya birokrat ga bakalan dengar kita. Mungkin hanya 1 pendapat saya bang, mari kita lihat kedepannya",hadi luqman afandi mohon maaf bang berbicara intens bang warga indonesia berdebat birokrat dengar pendapat bang mari lihat kedepanya,Positif
7821,21_Muhammad Hadi Luqman Affandi,@Agus Anjani ga mesti juga sih kalau hanya alasan begituan jadi alasan. karena kalau sudah dalam kondisi kerja mereka udah ga bisa saling intervensi. soalnya presiden dan dpr ga punya hak buat ngeintervensi MK.,anjani mesti alasan begituan alasan kondisi kerja intervensi presiden dpr hak ngeintervensi mk,Negatif
7822,21_Muhammad Hadi Luqman Affandi,@Agus Anjani parlemen jalanan pun bakal kalah sama parlemen di gedung gedung berjejer :v. ikutan jadi dpr buat ngerubah pun nyatanya yang demo 98 ada yang jadi dpr sama aja kan? kita juga belum tentu bisa bersih kalau dikasih peran yang sama.,anjani parlemen jalanan kalah parlemen gedung gedung berjejer ikutan dpr ngerubah demo dpr bersih dikasih peran,Negatif
7823,Agus Anjani,"@Wildan Rusdiyanto saya gak takut gak adil bang. Hanya saja 6 dari 9 hakim, itu pilihan DPR dan Presiden. Jadi bakalan gak guna ngusulin judicial review di MK.",rusdiyanto takut adil bang hakim pilihan dpr presiden ngusulin judicial review mk,Negatif
7824,Agus Anjani,@Muhammad Asyraf Irfani intinya kita harus turun ke parlemen jalanan.,asyraf irfani intinya turun parlemen jalanan,Negatif
7825,Agus Anjani,"@Harry Sc maksud saya bang, gak bakalan ada guna jika kita mengusulkan judicial review di MK nanti. Toh dari 9 hakim MK, 6 hakim diantaranya dipilih oleh DPR dan presiden.",sc maksud bang mengusulkan judicial review mk hakim mk hakim dipilih dpr presiden,Negatif
